1.996259,1.004814,0.761297,0.636126,0.476232
1.969085,0.997780,0.617281,0.564662,0.462418
1.967056,0.997767,0.538635,0.423884,0.435021
1.976395,1.034092,0.647150,0.554413,0.465783
1.961119,0.997152,0.600201,0.546168,0.486090
1.977157,0.996571,0.619264,0.553358,0.462348
1.959352,1.179195,0.785842,0.555771,0.473409
1.960118,1.000250,0.540666,0.391416,0.513279
1.976376,1.000597,0.535706,0.418038,0.443784
1.979353,1.127467,0.536265,0.414196,0.436029
22.323341,11.420330,5.991287,3.893220,3.545073
22.295390,11.444939,5.982185,3.524817,3.587567
22.269202,11.199873,5.945199,3.523946,3.652636
22.290510,11.158564,6.006432,3.344915,3.675192
22.292748,11.154651,5.905063,3.721569,3.619846
22.284211,11.209542,6.196894,3.502652,3.619132
22.285546,11.173584,5.980468,4.031515,3.639729
22.294282,11.335238,5.903054,4.004614,3.654986
22.296972,11.559033,5.944789,4.192204,3.554631
22.300292,11.553523,6.055546,3.365894,3.452329
94.642843,48.097250,24.443439,14.369202,13.906441
94.558878,47.957235,24.353991,14.038061,13.633069
94.565131,48.098228,25.489582,13.737149,13.985584
94.554255,47.559759,25.545718,14.349846,13.874568
94.662669,48.056083,24.588164,13.879071,13.987152
94.534153,47.821935,24.831984,13.934354,13.807815
94.608778,47.796339,25.390331,14.059943,13.980105
94.548500,48.168071,24.685934,13.868512,14.073267
94.582776,47.964540,24.519745,13.750887,13.789548
94.560415,48.327532,24.534183,14.017428,13.786444
261.840487,132.078129,68.277476,37.342418,37.317104
261.919739,132.275173,67.490126,36.766428,37.038373
261.803062,132.172585,67.087684,36.798032,36.678976
261.954675,132.044755,67.509945,37.518666,37.033039
261.950574,132.529999,67.584854,36.619330,37.133612
261.955662,131.826384,67.498449,36.470395,36.782828
261.812009,131.911016,67.122058,36.950533,37.499478
261.745816,131.975344,67.398573,36.611843,37.321078
261.736614,132.384659,67.783079,36.634569,36.887816
261.860381,132.369104,68.037836,36.442735,37.178578
76.140861,37.907656,19.975995,11.674221,11.475353
75.980009,38.478539,19.916043,11.220153,11.823945
76.027233,37.920888,19.847996,11.630300,11.384583
76.038774,38.671977,20.186263,10.990753,11.465064
76.064637,38.335306,19.613417,11.114832,11.538055
75.997984,38.647428,19.920060,10.998162,11.402098
76.165358,37.915637,19.786656,11.901950,11.322486
76.059286,38.371070,20.304373,10.979367,11.220952
76.008090,38.548753,20.469791,11.417426,11.369065
76.103485,37.892375,20.019439,11.431607,11.449188
