0.627612,0.474392,0.337144,0.369079,0.626218,0.820077
0.649532,0.467147,0.340899,0.361574,0.607338,0.824635
0.626641,0.471957,0.336198,0.360739,0.589211,0.815170
0.631459,0.468741,0.340359,0.370880,0.588156,0.818432
0.624414,0.473367,0.338748,0.369199,0.605145,0.813599
0.624382,0.471384,0.337890,0.347873,0.611795,0.814807
0.626515,0.468228,0.337857,0.350805,0.617489,0.824290
0.628558,0.472020,0.335323,0.371313,0.617477,0.819153
0.625539,0.472946,0.336436,0.363688,0.610039,0.814944
0.629065,0.471927,0.338158,0.389524,0.613174,0.829069
14.789857,7.116301,2.672009,2.015767,2.090919,3.441566
14.762606,6.975060,2.612438,1.723377,2.089586,3.410657
14.773161,7.078323,2.624724,2.365005,2.119675,3.456879
14.760400,6.965813,2.602500,2.330300,2.116456,3.426279
14.762654,7.056853,2.607186,1.880167,2.082246,3.361664
14.785186,6.967698,2.743183,1.898140,2.111138,3.392263
14.743430,7.074216,2.702600,1.709220,2.131248,3.470448
14.786245,6.984856,2.692645,1.792465,2.139455,3.455878
14.748825,7.033363,2.685831,1.708176,2.119107,3.452221
14.771864,6.965277,2.671627,1.728618,2.179735,3.406712
68.825591,43.150619,28.307679,27.370009,24.796500,27.484173
68.537095,43.122425,27.840121,24.767209,24.043042,27.446980
68.905003,46.117507,28.487225,25.086146,24.026804,26.884732
68.517451,43.166109,28.438749,24.683846,24.324449,27.355552
68.884987,44.529748,28.750576,25.305753,25.094378,27.469327
68.617723,43.920257,28.207636,24.118637,24.710587,26.774995
68.775679,43.640490,27.801038,24.500561,25.562356,26.944766
68.559493,44.026364,27.712580,23.406503,24.955423,27.957005
68.717451,43.330253,27.885966,25.222088,24.845432,26.681433
68.536291,43.542676,27.577987,24.098894,25.395284,26.737701
196.345036,157.146823,131.557144,195.620082,129.401186,129.905153
195.488443,147.589648,132.257368,191.614435,129.320146,128.709707
195.998802,150.075160,131.605624,231.328819,127.139616,132.354540
195.620047,151.080623,132.389957,212.793819,126.304591,188.247250
196.023289,149.002568,130.328538,180.495219,129.735249,130.022236
195.607292,150.192316,129.472460,198.485238,125.503492,131.828845
195.678422,145.267286,129.888400,214.293278,128.878102,133.785235
195.931980,149.471150,128.669049,211.578915,127.049699,130.332827
195.886649,146.942329,150.205474,129.413667,189.425274,131.603698
195.566686,152.890930,143.910220,128.591736,126.814864,131.896346
55.470796,35.111326,19.606240,15.795622,14.740021,17.592032
55.896335,36.007211,19.627257,15.750358,13.855576,17.086467
55.503316,35.493349,19.157610,15.531711,13.997036,17.276045
55.547830,35.017032,19.347187,15.026516,14.387180,17.270683
55.539182,35.310553,19.405858,15.395595,14.665689,17.727077
55.554345,35.145892,19.866080,15.400387,14.559329,17.728615
55.548378,35.071550,19.481541,15.315452,13.859203,17.295613
55.613850,34.473931,19.183267,15.096506,14.000119,17.949292
55.644938,35.120482,19.044547,15.131728,14.130951,17.641815
55.569384,35.118514,19.296819,15.856462,14.021911,17.187535
