2.996879,1.646946,0.927453,0.741626,0.839570
2.991526,1.650669,0.927550,0.680783,0.813239
2.997069,1.652103,0.925998,0.783844,0.814111
2.997864,1.651414,0.924629,0.669824,0.807947
2.999316,1.648274,0.924185,0.657018,0.818263
2.996360,1.648622,0.922922,0.732078,0.811390
2.998204,1.649179,0.927120,0.667143,0.865556
2.996420,1.649715,0.925456,0.647973,0.820557
2.994239,1.662011,0.924006,0.724543,0.824472
2.992178,1.649686,0.923924,0.699993,0.814537
34.518149,17.373461,8.832839,6.473937,4.767477
34.525664,17.362860,8.818725,4.867090,4.776685
34.525616,17.361793,8.881826,4.817769,4.848937
34.517748,17.361294,8.874460,4.914618,4.793334
34.525524,17.405012,8.820128,4.825462,4.760099
34.509594,17.455560,8.826961,4.971363,4.789328
34.529037,17.370934,8.867334,4.830443,4.770720
34.544460,17.370971,8.836780,6.440758,4.761482
34.527980,17.381684,8.844086,4.835104,4.773857
34.522675,17.374851,9.253319,5.324278,4.866588
146.197635,74.495979,51.291391,41.251324,38.901398
146.195976,74.806187,51.276850,41.035837,38.979120
146.187583,74.774398,51.232779,40.735456,38.909024
146.211595,74.692651,52.000613,41.195963,38.969598
146.199896,74.722215,52.092606,41.487196,39.079701
146.179312,74.491328,52.182803,41.758741,39.331221
147.943378,74.482969,52.136142,40.468549,38.625404
146.212372,74.506395,52.078506,41.544722,39.094274
146.211739,74.579278,52.077135,40.797527,39.056703
146.179056,74.508894,52.314237,40.665627,38.628635
420.987875,730.618538,288.514381,216.306100,223.461652
425.503754,853.437262,387.737798,217.241618,211.231687
405.522497,526.666103,418.755078,216.551126,203.953290
405.473332,409.724713,405.954478,215.447191,200.462505
405.506317,431.501426,219.743575,215.639495,228.962377
418.650808,438.384883,221.527515,227.418303,209.308113
551.595254,423.766948,220.309745,234.844952,233.757358
673.386210,608.977388,220.823643,234.013219,215.296673
1018.417621,756.620385,219.940851,244.218009,247.768638
879.315194,594.099659,220.705058,257.866769,259.943718
196.446274,78.317639,46.435611,42.518918,35.984229
225.095766,76.238941,46.093647,43.731230,35.611931
237.063982,76.042843,47.520892,43.618769,35.379717
169.980858,74.184351,47.325498,43.082636,35.754929
212.147413,73.446636,47.029426,41.921992,35.695341
149.403726,72.493252,47.672659,41.235496,35.080698
122.529719,71.007826,47.170653,42.141728,35.779977
122.405822,70.250897,47.303878,43.343049,52.728367
122.116882,78.212336,46.244653,43.537663,70.799396
132.086137,82.825688,46.212591,43.649567,49.917316
