3.537936,1.805380,1.048740,1.600056,1.709009
3.519689,1.828402,1.016977,1.660669,1.732221
3.520138,1.809923,1.018408,1.649737,1.757373
3.518934,1.816005,1.032842,1.603828,1.713715
3.520720,1.808480,1.021589,0.986477,1.714056
3.522157,1.816865,1.006069,1.637197,1.734491
3.520526,1.811960,1.017587,1.066359,1.720578
3.524399,1.819854,1.014787,0.905544,1.690704
3.518650,1.803425,0.967896,1.603818,1.748746
3.520797,1.817482,1.010441,1.600100,1.743971
39.136811,20.412356,10.586819,7.385333,9.057843
39.203872,20.454099,10.623633,7.488728,9.129901
39.203146,20.428406,10.572325,7.241144,9.294416
39.138706,20.337291,10.587727,8.372203,9.179295
39.203574,20.412087,10.604365,7.640379,9.233571
39.208737,20.336926,10.813931,9.195954,9.271475
39.212737,20.315737,10.731413,7.130557,9.090716
39.151277,20.299728,10.721759,7.123801,9.322118
39.143427,20.372373,10.890241,7.771334,9.293293
39.212831,20.438756,10.814966,7.711164,9.225412
168.122413,86.918883,45.198537,25.651147,24.275773
168.092199,84.665869,45.019446,26.173855,24.091088
168.126879,86.662651,44.682216,25.622162,26.213735
168.098281,84.687502,44.982243,26.686460,24.757427
168.131123,85.339494,45.049796,25.875783,24.669255
168.097250,85.562992,44.777206,26.459116,24.058156
165.998823,86.294973,44.524158,26.919789,23.889669
165.438057,86.626892,44.458119,26.222709,24.103987
165.444771,85.676274,45.181771,25.669519,23.440332
165.438738,85.414124,45.356099,26.099443,24.327525
455.746203,333.574557,131.641386,67.979819,51.456116
462.994148,246.997973,134.730157,68.878190,55.124915
459.855996,247.156952,131.331694,68.554689,54.079809
459.691716,247.040294,131.567623,68.854754,50.588870
488.317049,246.533321,128.740638,69.187193,51.797377
546.643256,245.853370,125.289644,72.258029,61.641593
542.270013,246.254448,124.062333,69.957906,119.446412
702.077530,245.864072,123.202114,70.630191,57.098239
721.068354,247.241317,123.231514,69.507616,66.290452
852.567469,247.522326,124.216556,70.099724,75.964303
141.872953,71.100154,35.740985,19.784561,20.972446
140.612098,73.808905,44.412041,19.905310,20.895148
137.829908,71.119832,35.499573,19.861082,21.111190
139.424693,70.968334,35.876940,19.901031,21.308798
140.308891,73.703916,35.410497,20.410071,21.082560
139.829057,71.608534,35.524795,19.761379,20.650923
140.208103,72.239130,35.509631,19.542124,21.460542
140.388696,70.839290,35.357702,19.932800,21.116032
140.471049,76.544154,35.520756,19.517521,21.043817
141.585126,68.534239,35.389826,19.944287,21.129650
